紫外光固化;计算机直接制版;CTP;UV;版材;阳图;行业标准;检验规则;直接制版机;工业和信息化部;,"7月29日,工业和信息化部批准发布543项行业标准,其中包括HG/T 4865-2015《紫外光固化(UV)油墨用阳图热敏计算机直接制版(CTP)版材》。该标准规定了紫外光固化(UV)油墨用阳图热敏CTP版材的要求、试验方法、检验规则、包装及标志、储存和运输,适用于以铝板基为支持体涂布热敏感光层而制成的耐UV油墨阳图热敏CTP版材,该版材用于波长为830nm激光光源的计算机直接制版机的制版。该标准将于2016年1月1日起施行。"
印刷电子 RFID PET 喷墨印刷,无线射频识别技术RadioFrequencyIdentificationRFID日渐成熟已在商品包装运输物流追溯等领域广泛应用目前RFID标签的常用印制方法有蚀刻柔版丝网等其中蚀刻印刷不环保环境污染严重柔板和丝网印刷制作周期长而喷墨印刷是经计算机控制直接将功能性墨水转移到基材上精度高速度快导电好适用的材料广泛等优点所以将RFID标签天线用喷墨印刷形式喷印在承印基材上是研究的趋势本论文将以无颗粒型导电墨水采用喷墨印刷方式印制RFID标签天线探究喷墨印刷方式印制RFID标签天线的工艺流程主要研究内容是对现有的已研制出的无颗粒墨水进行测量优化选出导电性优异稳定性高的墨水用IJDAS300A喷墨打印机在改性的聚对苯二甲酸乙二酯基材上喷印RFID标签天线针对影响标签质量的各因素进行系统的分析研究通过正交实验的方法印刷标签天线最终确定喷墨印刷RFID标签的工艺参数并最后对喷印的标签天线进行封装用于衣服吊牌上实现商品在物流中追随功能课题通过实验得出以下几个方面结论无颗粒型导电墨水加入表面活性保护剂PVP能够有效的提高墨水的稳定性在20条件下粘度为663cp表面张力为281dyncm通过控制电晕处理参数经过电晕处理的聚对苯二甲酸乙二酯薄膜提高了表面能表面张力可增加56103Nm能够达到521103Nm通过正交试验在IJDAS300A喷墨打印系统印刷标签天线测量天线质量最终确定了喷墨印刷工艺参数为图像分辨率300DPI烧结温度150烧结时间20min通过控制印刷工艺参数用喷墨印刷方法能够喷印出优良的RFID标签天线为实际生产提供参考和依据
声表面波滤波器 印刷电子 丝网印刷 温度特性,声表面波SAW器件是一类具有广泛市场前景的电子器件它的优势有频率选择性好体积小可靠性高可大面积生产等目前的声表面波器件多采用传统微电子光刻技术制备虽然基于光刻技术制备的声表面波器件精度高但生产过程工艺复杂成本较高且会产生废气废液印刷电子是近几年兴起的将传统印刷产业技术应用到电子器件制备中的一门工艺本论文进行了将印刷电子工艺中的丝网印刷技术应用于声表面波滤波器的制备的实验研究应用此方法将极大地简化制造工艺降低生产成本同时绿色环保具有较高的理论意义和市场应用前景本文主要研究内容如下本论文针对传统制备声表面波器件的传统方法中存在的问题在深入了解了声表面波和印刷电子的相关原理的基础上提出了应用印刷电子工艺中的丝网印刷技术来制备声表面波器件的设想并利用实验验证了此方法的可行性本实验中不仅基于现有实验室印刷设备条件设计并制作了声表面波滤波器还结合理论分析对所设计的滤波器的性能进行了仿真然后通过实施丝网印刷实验和器件电气特性测试结果显示制备出的声表面波滤波器样品性能基本吻合仿真结果具有带通滤波特性从而验证了采用此工艺制备声表面波器件的可行性其次本论文在对基于印刷电子工艺印制的声表面波滤波器的研究基础上进一步开展了该器件的温度特性实验探索了基于此工艺制备出的声表面波滤波器的性能随温度的变化趋势并通过分析测试结果讨论了在未来的研究中将采用此工艺生产的声表面波类器件用作温度传感功能的可能性
大豆油墨;印刷油墨;胶印油墨;溶剂型油墨;印品;美国报业协会;单张纸;连结料;植物油脂;脱墨;,"近年来,环保与健康已成为全球瞩目的问题。由于报纸、杂志等印刷品和生活息息相关,使得印刷油墨的环保问题倍受关注,环保型大豆油墨的研究和应用也越来越多地得到人们的重视。大豆油墨是指将大豆油轻度提纯后,与色素,填料和树脂等添加剂混合得到的一种胶印油墨,其替代传统石油,减少了化石原料有机物质的挥发,减轻了对环境的污染,符合"
醇酸树脂 催干剂 金属印刷油墨,研究了植物油改性醇酸树脂的合成工艺。探讨了不同醇酸树脂及催干剂对金属印刷油墨性能的影响。
水性油墨;印刷技术;印刷产品;易挥发性;人体健康;发展趋势;无溶剂型;生物降解材料;食品包装技术;承印物;,"本文对包装印刷产品中几种环保油墨的应用进行了详细介绍,并对绿色包装技术的应用进行分析,基于环保视角对包装印刷技术的发展趋势提出了几点个人看法,以供参考。包装印刷产品中环保油墨的应用1.水性油墨的应用就环保而言,水性油墨的应用具有十分重要的意义。它通过水作为溶剂,对环境与人体健康都不会构成威胁。此外,水性油墨的应用能够使由于易挥发性或易燃溶剂而"
水性油墨 聚合物 聚丙烯酸 聚氨酯,"水基油墨因其优良的环保性能受到了越来越多的关注。近些年迅速发展,有逐步取代溶剂性油墨的趋势。本文综述了用于水性油墨的水性聚合物连接料聚丙烯酸、聚氨酯的改性方法和合成工艺以及最近的研究进展。"
印刷电子 应用 柔性显示器 照明 传感器 光伏电池,"印刷电子就是基于印刷原理的电子生产技术,用印刷的技术与方法制造电子元器件,甚至整个电子系统。最常见的就是采用灵活、高效、快速的数字喷墨打印技术在基板材料上形成电路和图像。虽然印刷电子产业尚处于发展初级阶段,但随着科学技术的快速进步与发展,由印刷技术生产的电子产品将逐渐进入人们日常生活。我国现阶段对于电子"
可穿戴电子 柔性传感器 印刷制造 人体监测,"随着智能终端的普及,可穿戴电子设备呈现出巨大的市场前景.传感器作为核心部件之一,将影响可穿戴设备的功能设计与未来发展.柔性可穿戴电子传感器具有轻薄便携、电学性能优异和集成度高等特点,使其成为最受关注的电学传感器之一.综述了近年来柔性可穿戴电子传感器的研究进展,包括压阻、电容、压电、力致发光和摩擦电等信号转换机理,金属、无机半导体、有机和碳材料等柔性可穿戴电子的常用材料,柔性电子传感器的印刷制造及其在体温和脉搏检测、表情识别和运动监测等方面的最新应用,最后提出了柔性可穿戴电子传感器面临的挑战与未来发展方向."
磺酸型水性聚氨酯 改性 植物油 水性油墨,随着人们环保意识的逐渐提高以及国家相关法律法规的更加完善溶剂型聚氨酯由于含有挥发性有机溶剂所引起的污染与排放问题越来越明显使用愈来愈受限制水性聚氨酯WPU是以水作为分散剂具有无毒无污染有机挥发物VOCs量低等优点已经逐渐开始取代溶剂型聚氨酯的使用广泛应用于胶黏剂涂料皮革涂饰等行业本论文主要探究了磺酸型水性聚氨酯的合成并针对耐水性差等缺陷进行了改性研究最后将所制得的磺酸型水性聚氨酯应用在水性油墨中以异佛尔酮二异氰酸酯IPDI聚己内酯二元醇PCL为主要原料乙二胺基乙磺酸钠AAS为亲水基乙二胺EDA为扩链剂采用预聚体法成功合成磺酸型水性聚氨酯SWPU经过粒径测试力学性能测试热稳定性分析等方式着重探讨亲水扩链剂用量AASR值14丁二醇BDO含量等因素对SWPU乳液与胶膜性能的影响并调整制备工艺优化合成路线确定最优方案实验结果表明当R1618亲水扩链剂AAS用量为3BDOPCL04时SWPU乳液粒径分布均匀贮存稳定性好力学性能优异综合性能最佳通过调整工艺确定预聚反应温度为80乙二胺后加入进行扩链乳化分散速度为2000rpm左右实验可控性强乳液性能稳定以天然植物油蓖麻油CO为改性剂对SWPU进行改性研究通过红外光谱粒径测试吸水率测试静态接触角测定力学性能测试热稳定性分析等方式考察了不同CO添加量对SWPU乳液及胶膜性能的影响测试结果表明随着CO添加量的增大乳液粒径逐渐增大CO的引入有利于提高胶膜的力学性能以及耐热性同时胶膜的耐水性也有了明显的提高但当CO添加量过大时分子间交联密度太大不利于乳液的分散导致乳化失败经实验研究当CO与PCL质量比为05时改性效果最优胶膜拉伸强度最大达到1515MPa断裂伸长率为119265胶膜耐水性最好接触角最大为9518利用2乙基己醇异辛醇对环氧大豆油进行开环合成新型大豆油多元醇并用该多元醇对磺酸型水性聚氨酯进行改性首先通过FTIR和1HNMR证实了大豆油多元醇的合成然后通过粒径测试力学性能测试吸水率静态接触角测定以及热稳定性分析等方式等考察了不同大豆油多元醇含量对SWPU乳液以及胶膜性能的影响结果表明随着大豆油多元醇含量的增加SWPU乳液粒径增大胶膜的吸水率逐渐减小胶膜拉伸强度增强而断裂伸长率却下降但当大豆油多元醇添加量过大时导致最后乳液无法分散乳化失败经研究当大豆油多元醇与PCL质量比为02时胶膜吸水率由5014减小至1227接触角为1033拉伸强度由816MPa增至2177MPa综合性能最佳热稳定性分析表明大豆油多元醇的引入有效改善了SWPU胶膜的耐热性能以自制的磺酸型水性聚氨酯乳液为连接料加入颜料适当助剂等配制成水性油墨分别考察了润湿分散剂用量与颜基比对水性油墨性能的影响从而得到了优化配方按优化后的配方配制了三种水墨通过对水墨的常规性能的测试表明经过蓖麻油与大豆油多元醇改性后的水性油墨附着力提高涂层的耐水也有了明显的提升具有广阔的应用前景
水性聚氨酯弹性体 抗水性 伸长率 油墨,"以聚四亚甲基醚二醇(PTMEG)、异佛尔酮二异氰酸酯(IPDI)、二羟甲基丙酸(DMPA)和三羟甲基丙烷(TMP)为主要原料,通过预聚物分散法制备出高性能水性聚氨酯弹性体。研究了R值[n(—NCO)∶n(—OH)]的变化,并着重考察了TMP用量对乳液外观、黏度、抗水性、稳定性和断裂伸长率等影响。结果表明:当R值=1.6、TMP=1.8%(wt,质量分数)时,制得的水性聚氨酯弹性油墨具有最佳的性能。"
标签印刷;饮料行业;市场研究机构;包装食品;亚太市场;固化速度;消费行业;出版领域;法规限制;快速固化;,"据Allied Ma rket Research(美国联合市场研究机构)推出的题为""全球UV固化油墨——2014—2020年市场机会及预测""的报告预计,全球UV固化油墨市场将于2020年达到35亿美元,2015—2020年间的复合年均增长率超过15.7%。由于包装食品及饮料行业的增长带动了标签印刷需求的上升,成为UV油墨的主要增长领域。新型的UVLED油墨技术将在多个方面逐步替代UV油墨。鉴于药品和消费品标签应用需求的增长,亚太市场有望见证UV标签油墨技术的快速增长。"
环保油墨 染料 色差 可褪色,"目的制备环保油墨并研究该环保油墨在不同承印材料上的褪色效果。方法以蒸馏水为溶剂,超细指示剂染料为呈色物质,自制乳液为连接料,加入多种助剂制得环保油墨,研究该环保油墨在不同承印材料上的褪色效果。结果该环保油墨在不同的承印材料上采用丝网印刷工艺进行印刷,墨迹一段时间后能完全褪色。结论使用该环保油墨印刷有利于承印物的重复使用。"
大豆油墨 可再生 应用现状,"大豆油墨作为新型环保油墨,在发达国家已有广泛的应用,本文主要从石油危机、环境保护的角度分析了大豆油墨产生的原因,从环保性、脱墨性、气味、可再生等四个方面分析了相对于传统油墨大豆油墨的优势,最后给出了大豆油墨在欧美、日本、中国等不同国家的应用现状,旨在推动其在中国的应用。"
视觉定位 FPC 补强 自动贴合,随着电子科学技术的日新月异自动化生产成为电子制造业的大趋势本文设计了一套柔性线路板FPC补强自动贴合系统用于改善柔性线路板补强贴合的精度提高生产效率该系统应用视觉定位技术建立XYθ运动平台利用运动控制卡及伺服驱动控制系统对FPC补强进行自动化贴合本文针对FPC补强及材料的不同特点应用视觉对位技术进行处理依靠图像识别方法以及运动平台的PLC控制手段对FPC补强进行贴合本文同时根据FPC补强材料的不同分类方法及加工方式研究比较卷料补强作业与托盘作业的精度速度品质差异测试FPC不同补强材料的自动贴合过程的速度精度测试评估了过程能力指数CPK值对FPC补强自动化方法特别是卷对卷RTR工艺及机械臂取放方法进行了积极的探索尝试最后实验验证FPC补强自动贴合系统可以满足生产精度要求应用RTR及机械臂技术PI补强不锈钢补强生产速度可以大幅度提升实验数据获得的CPK值约为10对于FPC补强自动贴合系统目前存在的不足本文指出了改善的方向
空气喷嘴;电晕处理;正负极;接地面;打印机打印;吸收性;光油;涂剂;墨层厚度;底涂;,"在使用UV平板打印机打印一些材料时,因为UV油墨瞬时干燥的原因,有时会导致UV油墨对底材附着力低的问题。此篇文章就是研究如何提升UV油墨对底材的附着力可。电晕处理笔者发现,电晕处理是一种能有效提高UV油墨附着力的方法。电晕装置的正负极分别接地面和诱电空气喷嘴,利用高电压高周波使电击分子从诱电空气喷嘴喷出,带着高能量的游离电子加速冲向正极,这样便可以改变非吸收性材料的极性并增加表面粗,增强与油墨结合的"
流平剂 UV-LED光油 性能,"为了选出最适用于UV-LED光油的流平剂,为今后配制性能更为优异的UV-LED光油提供依据,选用有机硅类流平剂、聚丙烯酸酯类流平剂、溶剂型流平剂等3种流平剂分别制备光油样品,测试光油的黏度、表面张力、附着力和光泽度。结果表明,在几乎不改变黏度的前提下,有机硅类流平剂显著降低表面张力,提高润湿性和附着力,最佳用量下,所制UV-LED光油的光泽度较高,有机硅类流平剂比较适合UV-LED光油,并且可以用于食品接触场合,符合绿色环保要求。"
柔性版印刷 丙烯酸酯乳液 流变性能 功能性树脂 水性油墨,目前全球越来越重视环境保护和绿色安全包装印刷行业因其较高的VOCs排放量受到了严重冲击柔性版印刷因其低耗墨量且适宜采用水性油墨及优秀的印刷效果受到了包装印刷行业的青睐但现今市场上柔版印刷用水性油墨的品种较少且质量较差本论文以丙烯酸酯乳液树脂连接料及其相应的水性油墨为研究对象设计合成了系列不同结构的丙烯酸酯乳液连接料重点研究了丙烯酸酯乳液的基本结构性能及流变特性对水性油墨性能及其印刷效果的影响制备得到了在PPPE等塑料薄膜上具有优良黏附力印刷适应性好综合性能优异的水性油墨论文的主要工作如下1设计合成了系列核壳型丙烯酸酯乳液树脂研究了乳化体系单体组成分子量调节剂聚合工艺等对其性能的影响规律在此基础上以核壳型的丙烯酸酯乳液为连接料制备水性油墨研究了水性油墨的制备工艺和配方考察了水性油墨在PPPE等塑料薄膜上的印刷适应性和印刷质量研究发现以核壳型乳液为连接料制备的水性油墨具有附着力好干燥速度快的优点但是转移性差对柔性印刷机的印刷适应性不好印刷样品上存在严重的水纹现象2设计合成了系列具有非核壳结构的丙烯酸酯乳液详细研究了树脂的结构分子量调节剂玻璃化转变温度交联反应体系亲水性功能单体等因素对丙烯酸酯乳液性能的影响研究了相应的水性油墨的制备工艺和配方表征了水性油墨的粘度表面张力流变性能等考察了油墨的印刷适应性和在PPPE膜上的印刷质量研究发现适当降低乳液的玻璃化温度使用一定量的亲水单体和分子量调节剂都可以在一定程度上提高油墨对PPPE薄膜的粘结能力减轻出现水纹现象的程度合理地控制油墨的粘度以及使用一定量的流平剂和基材润湿剂也有助于减轻水纹现象的发生但是由于油墨在印刷机上的转移性较差因此其水纹现象仍很严重无法满足高档印刷产品的需求3设计合成了一种功能性树脂复合的丙烯酸酯乳液研究了功能性树脂用量中和度聚合工艺等对乳液的粒径表面张力流变性能等的影响以此乳液为连接料制备了水性油墨表征了油墨的基本性能并使用柔版印刷模拟仪IGTF1考察了油墨的印刷适应性和印刷质量研究发现当功能性树脂的使用量为35中和度为80时制备得到的乳液与其相应的水性油墨具有最佳的性能而且储存稳定性好功能性树脂的使用极大地提高了油墨的流平性和印刷转移性初步试验结果显示自制的柔印水性油墨的综合性能明显优于市面已有产品很好地解决了目前柔印水性油墨印刷产品上普遍存在的水纹现象严重的问题为后续进一步优化树脂结构和水性油墨配方进而获得满足工业化使用要求的高性能的柔印水性油墨奠定了坚实的基础
巯基-烯光点击反应 UV-LED光聚合 光产碱剂 碱增殖剂,巯基光点击反应因具有高效快速反应条件温和产物收率高和操作简单等特点而备受关注成为近几年的研究热点之一本文分为三个部分介绍1巯基光点击反应辅助合成高官能度蓖麻油基聚氨酯丙烯酸酯通过巯基烯光点击反应合成了蓖麻油基多元醇然后以上述的蓖麻油基多元醇作为原料与异佛尔酮二异氰酸酯聚乙二醇及丙烯酸羟丙酯反应合成高官能度蓖麻油基聚氨酯丙烯酸酯COMEPUA通过1HNMRFTIR等对产物进行结构表征证实得到预期产物通过实时红外考察了合成的聚氨酯的UV光聚合性能并与普通蓖麻油基聚氨酯丙烯酸酯COPUA做比较COMEPUA在0098min时就能达到最大聚合速率854min1在极短的0195min时间内就能达到80的转化率而普通COPUA在0188min时达到最大聚合速率662min1在0260min内达到80的转化率此外还考察了COMEPUA紫外光固化膜的物理性能结果表明该聚氨酯具有较好的热稳定性附着力及硬度等2硫杂蒽酮二甲酰胺衍生物的合成及UVLED光聚合性能研究因具有的诸多显著优势UVLEDUVLightEmittingDiodes光聚合替代传统的高压汞灯固化方式成为目前的发展趋势但目前可用于UVLED光聚合的光引发剂甚少本章研究了三种硫杂蒽酮二甲酰胺衍生物在UVLED光照下的聚合性能通过实时红外对光聚合过程中单体的转化率进行监测结果表明这三种硫杂蒽酮二甲酰胺衍生物在UVLED光源照射下具有很好的自由基活性最大光聚合速率甚至可达3281且6min内终转化率均能达到95以上故该类衍生物可以用作UVLED光聚合体系中的光引发剂利用UVLED光引发方式安全穿透能力强的特点结合我们在硫杂蒽酮二甲酰胺化合物方面的理论研究基础有望大大拓展巯基烯点击反应的应用空间3光触发碱增殖控制巯基烯的迈克尔加成反应巯基光点击反应中的自由基反应并不是理想的点击化学类型存在着单体均聚及反应不可控等缺点单体的转化率低难以获得等计量的硫醚目标产物为此本章拟把光触发碱增殖反应和UVLED光聚合方式同时引入巯基烯点击反应中构筑一个具有较强普适性的高效光控的胺催化方法即基于UVLED光触发碱增殖反应的光化学点击法来解决巯基烯点击反应缺少较理想可控方法的缺陷本章合成了光产碱剂22硝基苯基丙基氧甲酰正己胺和碱增殖剂19芴甲氧甲酰正己胺光产碱剂在300nm以上有紫外吸收且光解产物为胺和苯乙烯类无自由基产生研究了溶液中的碱增殖反应利用该光产碱剂和碱增殖剂组成光触发碱增殖体系分别利用UV和UVLED光源触发碱增殖控制巯基烯反应通过实时红外监测巯基和烯类双键的红外吸收峰随光照时间的变化积分峰面积得到转化率曲线从而验证巯基烯是否等比例进行反应UVLED光触发碱增殖反应由于充分结合了UVLED光聚合方式安全穿透能力强的特点和增殖体系多米诺触发聚合的能力有望大大拓展巯基烯点击反应的应用空间
光引发剂 UV油墨 残留量 包装材料,"目的研究UV油墨光引发剂在食品包装材料中的残留行为。方法以2种常用的UV油墨光引发剂EDB和907为研究对象,分别以PET薄膜和铜版纸为承印材料,通过IGT印刷适性仪控制印刷膜层厚度,IGT UV干燥器控制紫外光固化时间,研究光照能量、墨层厚度和油墨浓度对光引发剂在食品包装材料中残留的影响。结果光引发剂残留量会随着光照能量的增加而减少,随着墨层厚度增加而增加。对于PET薄膜,油墨含量高时光引发剂的残留量比油墨含量低时大,而铜版纸结果相反,油墨含量高时光引发剂的残留量较小。结论在实际UV油墨印刷中,应提高光照能量,对于不同的承印材料应采用含量不同的油墨,以减少光引发剂的残留,降低其迁移风险,增加食品包装的安全性。"
柔性版 印刷方式 故障处理,"随着人们对印刷质量的要求的不断提高,柔板印刷方式在整个印刷领域中的应用范围不断扩大。该印刷方式应用广泛、优势明显,但在实际工作中仍经常出现问题。鉴于此,本文将详细介绍柔性版印刷常见故障的处理方法,以期能提高柔板印刷的质量。"
水性油墨 柔版印刷 工业,"随着现代工业的迅猛发展,印刷技术也得到了巨大进步,且在生产生活中的应用越来越广泛。印刷技术是文化宣传、艺术塑造的重要工具,我们必须要深刻分析和广泛应用各种印刷新技术。基于此,本文将介绍水性油墨的特点、发展、应用、以及注意事项,以期能促进水性油墨在柔印中的应用质量。"
水性油墨 连接料 制备 改性 水性柔印 水性凹印,"研究国内外水性油墨最新制备技术,并重点分析水性油墨在我国的应用现状。通过大量查阅国内外文献资料,归纳整理水性油墨连接料制备技术与改性研究进展,分析水性油墨应用现状,预测未来发展方向和趋势。水性油墨的研究焦点集中在制备性能优良的新型水性连结料树脂,即水性聚丙烯酸酯,水性聚氨酯,以及纳米改性连接料的制备和改性研究。水性油墨在柔印中所占的比例与日俱增,但在凹版塑料薄膜印刷中尚处于起步阶段。国内外关于水性油墨的研发取得了巨大进展,应积极鼓励水性油墨的承印基材从单一的瓦楞纸、纸张向多种非吸收材料发展;印刷方式从水性柔印向水性凹印方向逐渐推广。"
包装废弃物;光引发剂;连结料;二次污染;活性稀释剂;墨层;紫外光固化;丝网印刷;印刷适性;上光油;,"众所周知,采用环保的原材料用于油墨的制造,在油墨的生产和印刷过程中几乎不发生污染,对人类生产和生活的环境几乎不构成任何危害。其环保特性主要表现在降低油墨中的有害成分,包括降低芳香烃类、酮类的含量,降低重金属的含量,降低其他对人体有害的成分等;降低油墨在生产和使用过程中对操作人员和环境的危害,改善生产环境;有利于包装废弃物的回收与处理,不出现""二次污染""等情况。"
环保管理;印刷耗材;绿色印刷;社会环保意识;提升环;环保监管;企业合作;环保水平;印刷生产;环境压力;,"近年来越来越严峻的环境压力,促进了全社会环保意识的迅速提高。印刷行业的环保管理也拉满了弓,加满了力,将环保置于管理的首要位置。从环保角度来看印刷环保,印刷业只有采用环保材料减少排放才是主动提升环保强度,适应环保要求的根本性办法。为子孙后代留下青山绿水"",是每一个企业都必须履行的社会责任。近年来越来越严峻的环境压力,特别是来势汹汹的雾霾,促进了"
纯水型银色凹印油墨 配方 铝粉颜料 二氧化硅改性,目前绿色环保仍是当今社会的主题纯水型环保油墨的开发是一种发展趋势它有零VOC排放无刺激性气味不易燃绿色健康的特点近几年在绿色包装印刷行业中普遍应用随着社会的发展人们的消费对商品外在包装精美程度的追求大大提升而凹版印刷因墨层厚实富于层次的特点其得到的印刷品高端精美满足人们的追求银色油墨同样以其特殊的色彩和金属光泽广泛应用于各种商品的精美包装备受人们青睐因此纯水型银色凹印油墨的研发是一种必然的趋势它是一种极具发展前景和市场潜力的新型绿色印刷耗材本文对水性银色凹印油墨的配制和优化进行了相关的研究探究了铝粉颜料种类颜基比分散剂种类和用量搅拌速度和时间对基墨分散性能的影响探究了成膜树脂种类成膜树脂复配比例对油墨粒径光泽度表面张力流平性等印刷性能的影响另外本文通过对铝粉颜料的脱脂处理和溶胶凝胶法改性实验改善了纯水性铝粉油墨的不稳定性探究了不同磷酸浓度的乙醇溶液对铝粉颜料脱脂效果的影响探究了铝硅比水硅比催化剂用量容积体积反应时间对铝粉颜料改性包覆实验的影响并通过FTIRSEMXRDXPS对反应得到的铝粉颜料进行表征分析验证了铝粉表面二氧化硅改性包覆层的存在实验表明铝粉颜料的种类分散剂的种类和用量油墨的颜基比搅拌的速度和时间对油墨分散性能的影响比较大当使用铝粉颜料PHY20分散剂JL115A用量为2按照23的颜基比在搅拌速度为300rmin的条件下搅拌分散100min配制的基墨的分散性能最好成膜树脂的种类对油墨性能有很大影响当成膜树脂813和成膜树脂S2919的比例为169时油墨的综合性能最佳002molL的磷酸的乙醇溶液是最适合铝粉颜料脱脂处理的一种溶液当铝硅比是1331水硅比是801乙二胺用量为27g容剂体积为200ml时在50条件下反应6小时可以得到改性效果好的铝粉颜料颗粒
水性油墨 污泥 热解 热重分析 动力学,"对浮选脱墨污泥及两种絮凝污泥的基本物化性质及热解特性进行了研究,进一步采用Coats-Redfern法描述了热解过程,计算了3种污泥的热解动力学参数。动力学研究结果表明3种污泥有机物热解主要区域的反应级数为2,3者的活化能分别为38.78 kJ·mol~(-1)、44.59 kJ·mol~(-1)及48.11 kJ·mol~(-1),频率因子分别为2.58 E+07 min~(-1)、3.19E+06 min~(-1)、1.50 E+06 min~(-1);说明絮凝污泥中的有机物较脱墨污泥稍难热解,且随着絮凝剂用量的增加,热解难度会增加。但是絮凝法处理含油墨废水所产生的污泥量占浮选脱墨污泥8%以下,与焚烧相关的元素含量及发热量测定结果显示其与浮选脱墨污泥也相近,不会对污泥处理系统带来太大的冲击负荷。絮凝污泥完全可以并入企业现有污泥焚烧系统进行消减进行热能回收。"
环保油墨 多环芳烃 无卤 回弹力 遮盖力 塑料制品 移印 洋紫荆 进出口产品 颜料,"洋紫荆油墨推出的825/P高级无卤不烧面多环芳烃管控塑胶环保油墨,适合聚苯乙烯(PS)和丙烯晴(ABS)等塑料制品的网印、移印。具有亮光,不烧面的优点(即使印SAM材料,也不会出现爆裂现象);颜色鲜艳,遮盖力强,颜料的耐晒性能突出;环保方面符合卤素和PAHS第二类要求;能耐受模塑成型、深度冲压,印件可作长时间陈列;所采用的树脂具有韧性、回弹力和耐磨损等特点。对于一般的化妆品,除了含有酒精或精油类外,该系列油墨均具有耐抗性。在欧盟对所有进出口产品均"
喷墨印刷 包装印刷 瓦楞纸印刷 连续喷墨 按需喷墨 墨滴 打印头 打印平台,"过去包装印刷市场一直是传统印刷的天下,但是以标签产品最先采用数字印刷方式为起始,到如今瓦楞纸箱、软包装、折叠纸盒等印刷品都可以使用数字印刷设备完成。同时,印刷产品平均印数不断下降、交付周期缩"
虚拟主轴 张力控制 印刷速度 印刷精度,目前层叠式柔版印刷机控制系统主要有两种控制方式分别是PLC控制和继电器控制二者均是控制机械主轴通过主轴和各色组轴之间齿轮咬合进行传动而这两种控制方式所依据的齿轮传动存在的机械磨损会导致整个印刷系统的精度降低噪音大同步性差速度低等问题如何解决系统中存在的此类问题是本课题研究的核心任务本文以杭州项淮机械有限公司的层叠式柔版印刷机为研究对象依据系统的工艺性能要求对其控制系统进行了研究改造和实施本文首先对层叠式柔版印刷机的结构工艺流程各环节的传动方式进行了细致的分析研究然后以此为基础针对印刷精度不高和同步性差的问题提出基于伺服电机拟合虚拟主轴电子轴传动的层叠式柔版印刷机控制方法张力控制是整个项目的技术难点实时保持张力稳定是精准印刷的关键本文采用变比例PID控制算法可实现张力的精准控制同时在收卷时考虑到恒张力下卷径变化对产品的挤压在收卷时采用锥度控制算法随着卷径的变大收卷机构的张力逐渐减小以保证机器在稳定运行时收卷机构不会压坏产品在印刷色组的同步性控制环节通过调节各色组伺服电机与虚拟主轴之间速度的耦合比以补偿由外部扰动引起的位置误差实现控制色组之间印刷的同步性该方法不仅能够提高系统的同步精度同时能够满足系统的动态同步要求通过调节套色误差解决印刷技术上套印精度低的问题最后在实施上本控制系统采用德国Beckhoff的Systemmanger伺服控制系统控制器采用Beckhoff的工控机及TwinCAT控制平台通过EtherCAT的IP网络协议搭建了一个运动控制系统通过系统调试和现场测试以及性能分析结果表明本文设计的控制系统结构简单扩展性强而且大大减小了传动误差提升了系统的响应速度同步性能和印刷精度完全满足系统工艺要求使以往的缺陷得以很好的改善
服装数码打印机 服装生产 时尚 个性化定制,"服装数码打印机是小批量快时尚的重要装备。介绍了近年来国内外市场上服装数码打印机的分类与各大打印机的技术参数,及服装数码打印机的应用领域;并详细介绍了服装数码打印机的投资回报率,供广大服装数码打印爱好者参考。"
半水基油墨清洗剂 水基油墨清洗剂 乳化剂 表面活性剂 研究进展,"目的通过研究环保型油墨清洗剂的研发进展,为该类油墨清洗剂的技术升级开拓研究思路。方法以半水基型油墨清洗剂和水基型油墨清洗剂为研究对象,阐述了不同种类环保油墨清洗剂的去污效果、安全性、环保性和防腐性能,并展望了环保型油墨清洗剂的未来发展趋势。结论分析了不同种油墨清洗剂的优点和缺点,得出植物油基油墨清洗剂和水基型油墨清洗剂在将来拥有广阔的应用和发展前景。"
过程建模;透印;过程分析;墨滴;过程性能;建立模型;数学模型;过程模型;承印物;按需喷墨;,"印刷过程建模是指根据对印刷过程分析及相关基础数据,建立描述印刷过程性能的数学模型。对于复杂的印刷过程而言,建立模型是十分有效的研究方法。"
分散稳定性 粒径 表面结构 着色力 流变性 颜料改性,"目的研究颜料在水性油墨中的分散性及对油墨印刷适性的影响。方法对影响分散性的因素进行分析,提出提升分散性的途径。结果颜料的分散性对油墨的多项印刷适性,如着色力、透明度及流变性等均有较大影响。结论在油墨生产中必须选用粒径合适且分布较窄的颜料,同时合理控制油墨体系的粘度;使用表面活性剂,尤其是超分散剂可以有效地提升颜料在水墨中的分散性能;随着纳米技术的日渐成熟,在纳米尺度上对颜料表面进行一些粗糙加工也是实现良好分散的方法。"
